311	0	64.32	0.00	1	62.31	0.00	2	58.44	0.00	3	53.65	0.00	4	59.20	0.00	5	56.98	0.00	6	58.81	0.00	7	59.26	0.00	
312	0	57.15	0.00	1	58.30	0.00	2	59.26	0.00	3	59.27	0.00	4	54.82	0.00	5	55.61	0.00	6	61.99	0.00	7	61.99	0.00	
313	0	63.43	0.00	1	64.21	0.00	2	61.97	0.00	3	60.82	0.00	4	56.69	0.00	5	54.71	0.00	6	65.07	0.00	7	63.87	0.00	
314	0	57.89	0.00	1	57.00	0.00	2	63.33	0.00	3	59.51	0.00	4	53.19	0.00	5	56.40	0.00	6	65.85	0.00	7	65.93	0.00	
315	0	61.86	0.00	1	62.40	0.00	2	54.61	0.00	3	56.96	0.00	4	56.01	0.00	5	60.25	0.00	6	61.87	0.00	7	62.27	0.00	
316	0	62.76	0.00	1	60.33	0.00	2	56.43	0.00	3	57.83	0.00	4	58.20	0.00	5	63.14	0.00	6	67.81	0.00	7	69.85	0.00	
317	0	63.34	0.00	1	58.89	0.00	2	57.07	0.00	3	42.39	0.00	4	58.02	0.00	5	63.21	0.00	6	66.77	0.00	7	69.19	0.00	
318	0	61.71	0.00	1	56.14	0.00	2	56.96	0.00	3	55.26	0.00	4	56.90	0.00	5	59.83	0.00	6	64.49	0.00	7	64.66	0.00	
319	0	58.55	0.00	1	53.36	0.00	2	53.22	0.00	3	54.24	0.00	4	50.69	0.00	5	56.59	0.00	6	60.94	0.00	7	56.66	0.00	
320	0	58.83	0.00	1	55.79	0.00	2	54.35	0.00	3	55.13	0.00	4	53.85	0.00	5	58.28	0.00	6	61.05	0.00	7	68.41	0.00	
321	0	56.84	0.00	1	53.25	0.00	2	52.03	0.00	3	51.78	0.00	4	51.34	0.00	5	55.12	0.00	6	59.25	0.00	7	59.28	0.00	
322	0	35.82	0.00	1	34.26	0.00	2	36.52	0.00	3	40.99	0.00	4	42.93	0.00	5	50.65	0.00	6	54.27	0.00	7	51.83	0.00	
323	0	35.75	0.00	1	33.25	0.00	2	37.92	0.00	3	42.15	0.00	4	41.80	0.00	5	51.31	0.00	6	56.43	0.00	7	53.88	0.00	
324	0	35.87	0.00	1	33.37	0.00	2	36.08	0.00	3	40.24	0.00	4	43.30	0.00	5	50.35	0.00	6	51.79	0.00	7	42.41	0.00	
325	0	32.66	0.00	1	32.50	0.00	2	35.85	0.00	3	39.06	0.00	4	40.11	0.00	5	46.42	0.00	6	49.24	0.00	7	53.09	0.00	
326	0	37.31	0.00	1	33.73	0.00	2	37.37	0.00	3	39.28	0.00	4	44.34	0.00	5	51.58	0.00	6	52.18	0.00	7	51.19	0.00	
327	0	33.95	0.00	1	32.76	0.00	2	38.30	0.00	3	38.43	0.00	4	43.54	0.00	5	49.00	0.00	6	52.65	0.00	7	61.64	0.00	
328	0	37.40	0.00	1	36.65	0.00	2	41.34	0.00	3	43.64	0.00	4	46.26	0.00	5	53.44	0.00	6	58.81	0.00	7	58.69	0.00	
329	0	39.72	0.00	1	35.91	0.00	2	39.83	0.00	3	44.89	0.00	4	46.03	0.00	5	52.10	0.00	6	58.49	0.00	7	58.13	0.00	
330	0	36.12	0.00	1	36.09	0.00	2	39.86	0.00	3	43.70	0.00	4	45.64	0.00	5	52.01	0.00	6	57.90	0.00	7	72.61	0.00	
331	0	35.68	0.00	1	36.29	0.00	2	40.69	0.00	3	43.42	0.00	4	45.19	0.00	5	52.22	0.00	6	58.86	0.00	7	74.27	0.00	
332	0	35.95	0.00	1	35.41	0.00	2	40.16	0.00	3	42.76	0.00	4	45.02	0.00	5	52.62	0.00	6	56.26	0.00	7	57.93	0.00	
333	0	36.13	0.00	1	34.44	0.00	2	40.31	0.00	3	42.87	0.00	4	44.91	0.00	5	52.05	0.00	6	57.64	0.00	7	57.81	0.00	
310	0	54.36	0.00	1	56.68	0.00	2	56.63	0.00	3	59.04	0.00	4	49.93	0.00	5	55.38	0.00	6	59.80	0.00	7	63.74	0.00	
311	0	64.32	0.00	1	62.31	0.00	2	58.44	0.00	3	53.65	0.00	4	59.20	0.00	5	56.98	0.00	6	58.81	0.00	7	59.26	0.00	
312	0	57.15	0.00	1	58.30	0.00	2	59.26	0.00	3	59.27	0.00	4	54.82	0.00	5	55.61	0.00	6	61.99	0.00	7	61.99	0.00	
313	0	63.43	0.00	1	64.21	0.00	2	61.97	0.00	3	60.82	0.00	4	56.69	0.00	5	54.71	0.00	6	65.07	0.00	7	63.87	0.00	
314	0	57.89	0.00	1	57.00	0.00	2	63.33	0.00	3	59.51	0.00	4	53.19	0.00	5	56.40	0.00	6	65.85	0.00	7	65.93	0.00	
315	0	61.86	0.00	1	62.40	0.00	2	54.61	0.00	3	56.96	0.00	4	56.01	0.00	5	60.25	0.00	6	61.87	0.00	7	62.27	0.00	
316	0	62.76	0.00	1	60.33	0.00	2	56.43	0.00	3	57.83	0.00	4	58.20	0.00	5	63.14	0.00	6	67.81	0.00	7	69.85	0.00	
317	0	63.34	0.00	1	58.89	0.00	2	57.07	0.00	3	42.39	0.00	4	58.02	0.00	5	63.21	0.00	6	66.77	0.00	7	69.19	0.00	
318	0	61.71	0.00	1	56.14	0.00	2	56.96	0.00	3	55.26	0.00	4	56.90	0.00	5	59.83	0.00	6	64.49	0.00	7	64.66	0.00	
319	0	58.55	0.00	1	53.36	0.00	2	53.22	0.00	3	54.24	0.00	4	50.69	0.00	5	56.59	0.00	6	60.94	0.00	7	56.66	0.00	
320	0	58.83	0.00	1	55.79	0.00	2	54.35	0.00	3	55.13	0.00	4	53.85	0.00	5	58.28	0.00	6	61.05	0.00	7	68.41	0.00	
321	0	56.84	0.00	1	53.25	0.00	2	52.03	0.00	3	51.78	0.00	4	51.34	0.00	5	55.12	0.00	6	59.25	0.00	7	59.28	0.00	
322	0	35.82	0.00	1	34.26	0.00	2	36.52	0.00	3	40.99	0.00	4	42.93	0.00	5	50.65	0.00	6	54.27	0.00	7	51.83	0.00	
323	0	35.75	0.00	1	33.25	0.00	2	37.92	0.00	3	42.15	0.00	4	41.80	0.00	5	51.31	0.00	6	56.43	0.00	7	53.88	0.00	
324	0	35.87	0.00	1	33.37	0.00	2	36.08	0.00	3	40.24	0.00	4	43.30	0.00	5	50.35	0.00	6	51.79	0.00	7	42.41	0.00	
325	0	32.66	0.00	1	32.50	0.00	2	35.85	0.00	3	39.06	0.00	4	40.11	0.00	5	46.42	0.00	6	49.24	0.00	7	53.09	0.00	
326	0	37.31	0.00	1	33.73	0.00	2	37.37	0.00	3	39.28	0.00	4	44.34	0.00	5	51.58	0.00	6	52.18	0.00	7	51.19	0.00	
327	0	33.95	0.00	1	32.76	0.00	2	38.30	0.00	3	38.43	0.00	4	43.54	0.00	5	49.00	0.00	6	52.65	0.00	7	61.64	0.00	
328	0	37.40	0.00	1	36.65	0.00	2	41.34	0.00	3	43.64	0.00	4	46.26	0.00	5	53.44	0.00	6	58.81	0.00	7	58.69	0.00	
329	0	39.72	0.00	1	35.91	0.00	2	39.83	0.00	3	44.89	0.00	4	46.03	0.00	5	52.10	0.00	6	58.49	0.00	7	58.13	0.00	
330	0	36.12	0.00	1	36.09	0.00	2	39.86	0.00	3	43.70	0.00	4	45.64	0.00	5	52.01	0.00	6	57.90	0.00	7	72.61	0.00	
331	0	35.68	0.00	1	36.29	0.00	2	40.69	0.00	3	43.42	0.00	4	45.19	0.00	5	52.22	0.00	6	58.86	0.00	7	74.27	0.00	
332	0	35.95	0.00	1	35.41	0.00	2	40.16	0.00	3	42.76	0.00	4	45.02	0.00	5	52.62	0.00	6	56.26	0.00	7	57.93	0.00	
333	0	36.13	0.00	1	34.44	0.00	2	40.31	0.00	3	42.87	0.00	4	44.91	0.00	5	52.05	0.00	6	57.64	0.00	7	57.81	0.00	
321	0	56.84	0.00	1	53.25	0.00	2	52.03	0.00	3	51.78	0.00	4	51.34	0.00	5	55.12	0.00	6	59.25	0.00	7	59.28	0.00	
326	0	37.31	0.00	1	33.73	0.00	2	37.37	0.00	3	39.28	0.00	4	44.34	0.00	5	51.58	0.00	6	52.18	0.00	7	51.19	0.00	
321	0	56.84	0.00	1	53.25	0.00	2	52.03	0.00	3	51.78	0.00	4	51.34	0.00	5	55.12	0.00	6	59.25	0.00	7	59.28	0.00	
